transaction_id,client_id,timestamp,montant,devise,type_transaction,pays_dest,ip_source,device_type,heure_jour,jour_semaine,nouveau_beneficiaire,fraude_label
6125,CLI000053,2026-03-19 22:57:00,110.63,EUR,CREDIT,MA,192.168.215.192,MOBILE_IOS,22,3,False,0
6126,CLI000075,2026-03-06 11:39:00,6910.73,EUR,CREDIT,MA,192.168.104.193,MOBILE_ANDROID,11,4,False,0
6127,CLI000072,2026-03-11 07:38:00,657.48,EUR,CREDIT,FR,192.168.65.135,MOBILE_ANDROID,7,2,False,0
6128,CLI000046,2026-03-30 17:00:00,392.68,EUR,CREDIT,FR,192.168.240.105,MOBILE_IOS,17,0,False,0
6129,CLI000045,2026-03-28 09:52:00,2410.79,EUR,DEBIT,FR,192.168.43.129,MOBILE_ANDROID,9,5,False,0
6130,CLI000068,2026-03-01 12:29:00,5897.36,EUR,DEBIT,FR,192.168.220.128,DESKTOP_CHROME,12,6,False,0
6131,CLI000039,2026-03-29 20:22:00,3793.93,EUR,CREDIT,FR,192.168.33.207,DESKTOP_CHROME,20,6,False,0
6132,CLI000014,2026-03-29 18:31:00,1812.07,TND,CREDIT,MA,192.168.10.53,DESKTOP_FIREFOX,18,6,False,0
6133,CLI000092,2026-03-18 09:46:00,3656.41,EUR,DEBIT,FR,192.168.19.154,DESKTOP_FIREFOX,9,2,False,0
6134,CLI000036,2026-03-03 11:07:00,126.5,EUR,DEBIT,FR,192.168.255.95,MOBILE_IOS,11,1,False,0
6135,CLI000010,2026-03-14 20:54:00,530.49,EUR,VIREMENT,FR,192.168.216.77,MOBILE_IOS,20,5,False,0
6136,CLI000085,2026-03-24 20:45:00,332.49,EUR,VIREMENT,FR,192.168.30.155,DESKTOP_CHROME,20,1,False,0
6137,CLI000049,2026-03-02 20:58:00,4313.77,EUR,CREDIT,FR,192.168.232.106,MOBILE_ANDROID,20,0,False,0
6138,CLI000060,2026-03-15 12:46:00,626.3,TND,DEBIT,IR,192.168.98.97,DESKTOP_FIREFOX,12,6,False,0
6139,CLI000076,2026-03-25 13:44:00,2736.64,EUR,CREDIT,TN,192.168.77.96,MOBILE_ANDROID,13,2,False,0
6140,CLI000025,2026-03-26 17:02:00,1887.54,TND,DEBIT,MA,192.168.7.81,DESKTOP_FIREFOX,17,3,False,0
6141,CLI000052,2026-03-07 19:22:00,352.56,EUR,CREDIT,FR,192.168.125.51,DESKTOP_FIREFOX,19,5,False,0
6142,CLI000051,2026-03-15 20:59:00,490.61,EUR,CREDIT,FR,192.168.193.5,MOBILE_IOS,20,6,False,0
6143,CLI000042,2026-03-23 20:45:00,4687.16,EUR,DEBIT,FR,192.168.56.112,MOBILE_ANDROID,20,0,False,0
6144,CLI000046,2026-03-11 01:10:00,391.28,EUR,DEBIT,DE,192.168.199.164,MOBILE_IOS,1,2,False,0
6145,CLI000076,2026-03-07 23:19:00,1152.68,EUR,CREDIT,MA,192.168.193.38,MOBILE_ANDROID,23,5,False,0
6146,CLI000058,2026-03-03 07:10:00,387.98,TND,VIREMENT,FR,192.168.116.222,MOBILE_ANDROID,7,1,False,0
6147,CLI000082,2026-03-18 21:07:00,680.79,TND,CREDIT,FR,192.168.152.203,DESKTOP_FIREFOX,21,2,False,0
6148,CLI000088,2026-03-21 06:43:00,938.8,EUR,CREDIT,FR,192.168.195.192,MOBILE_ANDROID,6,5,False,0
6149,CLI000028,2026-03-28 02:02:00,387.83,EUR,DEBIT,TN,192.168.36.167,DESKTOP_FIREFOX,2,5,False,0
6150,CLI000006,2026-03-27 04:19:00,313.39,EUR,CREDIT,IR,192.168.204.78,DESKTOP_FIREFOX,4,4,False,0
6151,CLI000005,2026-03-23 23:17:00,1399.02,TND,CREDIT,FR,192.168.102.63,DESKTOP_FIREFOX,23,0,False,0
6152,CLI000066,2026-03-05 02:23:00,360.08,EUR,DEBIT,FR,192.168.37.5,DESKTOP_CHROME,2,3,False,0
6153,CLI000098,2026-03-11 02:34:00,375.11,EUR,CREDIT,FR,192.168.231.59,DESKTOP_FIREFOX,2,2,True,0
6154,CLI000041,2026-03-20 15:47:00,321.54,EUR,CREDIT,FR,192.168.232.113,MOBILE_IOS,15,4,False,0
6155,CLI000036,2026-03-14 04:31:00,903.71,EUR,CREDIT,FR,192.168.65.125,MOBILE_ANDROID,4,5,False,0
6156,CLI000051,2026-03-18 22:42:00,3079.25,EUR,DEBIT,FR,192.168.103.120,MOBILE_ANDROID,22,2,False,0
6157,CLI000060,2026-03-07 17:40:00,6050.13,EUR,DEBIT,TN,192.168.183.120,DESKTOP_CHROME,17,5,False,0
6158,CLI000031,2026-03-07 00:23:00,415.26,TND,VIREMENT,TN,192.168.96.226,DESKTOP_CHROME,0,5,False,0
6159,CLI000093,2026-03-16 07:11:00,13100.07,EUR,DEBIT,FR,192.168.53.119,DESKTOP_CHROME,7,0,False,0
6160,CLI000064,2026-03-04 18:09:00,297.18,EUR,DEBIT,MA,192.168.34.107,MOBILE_IOS,18,2,False,0
6161,CLI000064,2026-03-22 15:45:00,3641.89,EUR,VIREMENT,FR,192.168.246.14,DESKTOP_FIREFOX,15,6,False,0
6162,CLI000072,2026-03-27 00:09:00,417.37,EUR,DEBIT,FR,192.168.63.243,DESKTOP_CHROME,0,4,False,0
6163,CLI000008,2026-03-03 05:51:00,348.94,TND,DEBIT,FR,192.168.38.230,DESKTOP_CHROME,5,1,False,0
6164,CLI000019,2026-03-25 22:43:00,405.98,EUR,DEBIT,FR,192.168.164.237,MOBILE_ANDROID,22,2,False,0
6165,CLI000088,2026-03-19 04:01:00,931.75,EUR,VIREMENT,FR,192.168.26.76,MOBILE_ANDROID,4,3,False,0
6166,CLI000014,2026-03-12 22:46:00,1990.15,EUR,DEBIT,FR,192.168.96.14,DESKTOP_CHROME,22,3,False,0
6167,CLI000015,2026-03-04 20:55:00,2216.85,EUR,CREDIT,FR,192.168.90.120,MOBILE_ANDROID,20,2,False,0
6168,CLI000021,2026-03-19 03:17:00,319.65,EUR,CREDIT,GB,192.168.233.99,MOBILE_ANDROID,3,3,True,0
6169,CLI000092,2026-03-23 20:07:00,302.6,EUR,DEBIT,FR,192.168.228.168,DESKTOP_FIREFOX,20,0,False,0
6170,CLI000082,2026-03-20 18:34:00,330.31,EUR,DEBIT,FR,192.168.224.111,DESKTOP_CHROME,18,4,False,0
6171,CLI000032,2026-03-06 22:24:00,868.16,EUR,DEBIT,FR,192.168.20.154,DESKTOP_CHROME,22,4,False,0
6172,CLI000063,2026-03-07 03:18:00,771.1,TND,VIREMENT,TN,192.168.76.91,DESKTOP_FIREFOX,3,5,True,0
6173,CLI000002,2026-03-22 21:17:00,317.28,EUR,VIREMENT,FR,192.168.211.132,DESKTOP_CHROME,21,6,False,0
6174,CLI000057,2026-03-26 10:54:00,1371.31,EUR,VIREMENT,MA,192.168.142.123,DESKTOP_CHROME,10,3,False,0
6175,CLI000044,2026-03-10 00:23:00,14989.16,EUR,DEBIT,FR,192.168.11.240,DESKTOP_FIREFOX,0,1,False,0
6176,CLI000090,2026-03-23 04:52:00,541.5,TND,DEBIT,FR,192.168.252.223,DESKTOP_FIREFOX,4,0,False,0
6177,CLI000030,2026-03-18 23:47:00,589.8,TND,CREDIT,FR,192.168.217.123,DESKTOP_CHROME,23,2,False,0
6178,CLI000011,2026-03-30 16:25:00,1942.23,EUR,CREDIT,FR,192.168.18.91,MOBILE_ANDROID,16,0,False,0
6179,CLI000079,2026-03-27 00:02:00,507.46,EUR,CREDIT,FR,192.168.85.50,DESKTOP_FIREFOX,0,4,False,0
6180,CLI000070,2026-03-09 22:11:00,2214.45,EUR,VIREMENT,FR,192.168.80.237,DESKTOP_FIREFOX,22,0,False,0
6181,CLI000017,2026-03-26 12:56:00,418.95,TND,VIREMENT,FR,192.168.130.43,MOBILE_IOS,12,3,False,0
6182,CLI000032,2026-03-29 00:49:00,8942.26,EUR,DEBIT,FR,192.168.3.254,MOBILE_ANDROID,0,6,False,0
6183,CLI000088,2026-03-24 20:37:00,1500.76,TND,CREDIT,FR,192.168.26.38,DESKTOP_CHROME,20,1,False,0
6184,CLI000054,2026-03-12 04:57:00,471.53,EUR,CREDIT,US,192.168.191.183,MOBILE_IOS,4,3,False,0
6185,CLI000080,2026-03-12 00:40:00,489.59,EUR,CREDIT,FR,192.168.144.70,MOBILE_IOS,0,3,False,0
6186,CLI000060,2026-03-04 06:15:00,535.63,EUR,CREDIT,MA,192.168.16.7,MOBILE_IOS,6,2,False,0
6187,CLI000006,2026-03-13 02:49:00,5152.82,TND,VIREMENT,MA,192.168.131.56,MOBILE_ANDROID,2,4,False,0
6188,CLI000090,2026-03-20 13:44:00,216.48,EUR,CREDIT,FR,192.168.162.134,DESKTOP_FIREFOX,13,4,False,0
6189,CLI000057,2026-03-15 17:15:00,445.18,EUR,DEBIT,FR,192.168.96.7,DESKTOP_CHROME,17,6,False,0
6190,CLI000055,2026-03-27 05:09:00,505.73,TND,DEBIT,FR,192.168.115.104,MOBILE_ANDROID,5,4,False,0
6191,CLI000008,2026-03-05 01:51:00,973.77,EUR,VIREMENT,TN,192.168.86.205,MOBILE_IOS,1,3,False,0
6192,CLI000066,2026-03-06 02:54:00,716.71,EUR,VIREMENT,TN,192.168.157.118,MOBILE_ANDROID,2,4,False,0
6193,CLI000028,2026-03-19 19:44:00,165.76,EUR,DEBIT,MA,192.168.89.160,DESKTOP_CHROME,19,3,False,0
6194,CLI000015,2026-03-20 06:37:00,614.13,EUR,CREDIT,IR,192.168.84.73,MOBILE_ANDROID,6,4,False,0
6195,CLI000100,2026-03-17 14:58:00,880.54,EUR,DEBIT,TN,192.168.95.14,MOBILE_IOS,14,1,False,0
6196,CLI000066,2026-03-16 20:26:00,466.98,EUR,DEBIT,FR,192.168.206.133,MOBILE_IOS,20,0,False,0
6197,CLI000056,2026-03-09 16:03:00,2262.28,EUR,DEBIT,FR,192.168.150.32,DESKTOP_FIREFOX,16,0,False,0
6198,CLI000010,2026-03-15 14:19:00,2990.78,EUR,DEBIT,MA,192.168.227.113,MOBILE_ANDROID,14,6,False,0
6199,CLI000088,2026-03-16 16:18:00,903.19,EUR,DEBIT,FR,192.168.195.125,DESKTOP_CHROME,16,0,False,0
6200,CLI000014,2026-03-28 00:40:00,1308.52,TND,CREDIT,FR,192.168.111.196,DESKTOP_FIREFOX,0,5,False,0
6201,CLI000032,2026-03-30 19:52:00,74.2,EUR,VIREMENT,TN,192.168.132.10,DESKTOP_FIREFOX,19,0,False,0
6202,CLI000012,2026-03-02 02:26:00,598.65,EUR,CREDIT,FR,192.168.171.200,DESKTOP_CHROME,2,0,False,0
6203,CLI000075,2026-03-14 20:56:00,3313.59,TND,DEBIT,RU,192.168.141.187,DESKTOP_CHROME,20,5,False,0
6204,CLI000060,2026-03-08 16:52:00,596.98,EUR,DEBIT,TN,192.168.192.145,MOBILE_ANDROID,16,6,False,0
6205,CLI000062,2026-03-16 21:59:00,409.64,TND,DEBIT,FR,192.168.130.18,MOBILE_IOS,21,0,False,0
6206,CLI000034,2026-03-29 01:04:00,15263.61,EUR,DEBIT,IR,192.168.248.40,DESKTOP_FIREFOX,1,6,False,0
6207,CLI000082,2026-03-21 03:00:00,8803.39,EUR,VIREMENT,FR,192.168.239.212,DESKTOP_FIREFOX,3,5,False,0
6208,CLI000075,2026-03-29 08:40:00,1739.04,EUR,DEBIT,FR,192.168.97.85,MOBILE_ANDROID,8,6,False,0
6209,CLI000015,2026-03-07 15:16:00,3892.06,TND,DEBIT,FR,192.168.170.183,MOBILE_IOS,15,5,False,0
6210,CLI000072,2026-03-21 01:06:00,68.64,EUR,DEBIT,FR,192.168.113.188,MOBILE_ANDROID,1,5,False,0
6211,CLI000038,2026-03-03 01:01:00,385.65,EUR,VIREMENT,FR,192.168.185.163,MOBILE_IOS,1,1,False,0
6212,CLI000080,2026-03-11 15:01:00,564.56,EUR,CREDIT,FR,192.168.69.37,DESKTOP_CHROME,15,2,False,0
6213,CLI000054,2026-03-10 02:06:00,747.57,TND,CREDIT,FR,192.168.37.196,MOBILE_ANDROID,2,1,False,0
6214,CLI000096,2026-03-18 00:18:00,551.18,EUR,CREDIT,FR,192.168.235.51,DESKTOP_CHROME,0,2,False,0
6215,CLI000026,2026-03-08 02:23:00,46.52,EUR,DEBIT,MA,192.168.24.158,MOBILE_ANDROID,2,6,False,0
6216,CLI000035,2026-03-04 21:43:00,1576.92,EUR,VIREMENT,MA,192.168.99.71,DESKTOP_CHROME,21,2,False,0
6217,CLI000037,2026-03-06 02:44:00,1905.28,EUR,DEBIT,FR,192.168.101.57,MOBILE_IOS,2,4,False,0
6218,CLI000064,2026-03-03 11:34:00,6783.7,EUR,CREDIT,FR,192.168.11.12,MOBILE_IOS,11,1,False,0
6219,CLI000052,2026-03-12 01:28:00,385.3,EUR,DEBIT,FR,192.168.78.4,MOBILE_IOS,1,3,False,0
6220,CLI000022,2026-03-29 06:18:00,349.26,EUR,DEBIT,FR,192.168.245.35,DESKTOP_FIREFOX,6,6,False,0
6221,CLI000098,2026-03-07 17:18:00,39.81,EUR,VIREMENT,MA,192.168.50.108,MOBILE_IOS,17,5,False,0
6222,CLI000098,2026-03-14 02:13:00,697.65,EUR,CREDIT,TN,192.168.146.50,MOBILE_ANDROID,2,5,False,0
6223,CLI000007,2026-03-01 15:00:00,2925.83,TND,DEBIT,FR,192.168.107.205,MOBILE_IOS,15,6,False,0
6224,CLI000031,2026-03-16 14:56:00,476.22,EUR,CREDIT,FR,192.168.212.227,DESKTOP_FIREFOX,14,0,False,0
6225,CLI000055,2026-03-06 01:32:00,12992.58,EUR,DEBIT,FR,192.168.39.110,DESKTOP_CHROME,1,4,False,0
6226,CLI000079,2026-03-14 21:16:00,729.3,EUR,VIREMENT,TN,192.168.141.146,DESKTOP_FIREFOX,21,5,False,0
6227,CLI000065,2026-03-21 11:35:00,1183.69,EUR,CREDIT,FR,192.168.66.254,DESKTOP_FIREFOX,11,5,False,0
6228,CLI000078,2026-03-22 10:39:00,193.31,EUR,DEBIT,GB,192.168.235.54,DESKTOP_CHROME,10,6,False,0
6229,CLI000061,2026-03-02 00:50:00,1400.61,EUR,DEBIT,MA,192.168.1.254,MOBILE_ANDROID,0,0,False,0
6230,CLI000085,2026-03-16 02:29:00,92.28,EUR,DEBIT,FR,192.168.17.42,MOBILE_ANDROID,2,0,False,0
6231,CLI000049,2026-03-10 12:17:00,2281.16,EUR,CREDIT,FR,192.168.220.10,MOBILE_IOS,12,1,False,0
6232,CLI000080,2026-03-25 11:38:00,2366.85,TND,DEBIT,RU,192.168.68.187,DESKTOP_FIREFOX,11,2,False,0
6233,CLI000047,2026-03-10 15:25:00,5070.27,EUR,DEBIT,FR,192.168.124.202,MOBILE_ANDROID,15,1,False,0
6234,CLI000077,2026-03-10 06:36:00,291.79,EUR,VIREMENT,FR,192.168.17.57,MOBILE_IOS,6,1,False,0
6235,CLI000019,2026-03-25 20:50:00,1203.12,EUR,DEBIT,FR,192.168.120.235,DESKTOP_FIREFOX,20,2,False,0
6236,CLI000094,2026-03-24 19:32:00,1951.94,EUR,DEBIT,MA,192.168.252.43,DESKTOP_FIREFOX,19,1,False,0
6237,CLI000058,2026-03-12 18:31:00,1687.05,EUR,DEBIT,TN,192.168.237.173,MOBILE_ANDROID,18,3,False,0
6238,CLI000006,2026-03-25 23:26:00,351.3,EUR,DEBIT,TN,192.168.127.30,MOBILE_IOS,23,2,False,0
6239,CLI000098,2026-03-22 23:35:00,56.24,EUR,CREDIT,DE,192.168.21.172,DESKTOP_CHROME,23,6,False,0
6240,CLI000013,2026-03-29 08:31:00,1504.71,EUR,CREDIT,DE,192.168.118.208,DESKTOP_FIREFOX,8,6,False,0
6241,CLI000032,2026-03-07 10:23:00,826.34,EUR,DEBIT,RU,192.168.231.88,MOBILE_IOS,10,5,False,0
6242,CLI000099,2026-03-01 20:05:00,502.7,EUR,DEBIT,FR,192.168.158.187,DESKTOP_CHROME,20,6,False,0
6243,CLI000014,2026-03-18 03:21:00,2481.79,EUR,DEBIT,FR,192.168.251.96,DESKTOP_CHROME,3,2,False,0
6244,CLI000025,2026-03-27 12:47:00,940.2,EUR,DEBIT,TN,192.168.218.121,MOBILE_ANDROID,12,4,False,0
6245,CLI000018,2026-03-24 23:24:00,203.76,EUR,DEBIT,MA,192.168.245.245,DESKTOP_CHROME,23,1,False,0
6246,CLI000065,2026-03-02 23:29:00,97.73,EUR,DEBIT,TN,192.168.67.148,DESKTOP_FIREFOX,23,0,False,0
6247,CLI000088,2026-03-12 15:01:00,256.02,TND,DEBIT,FR,192.168.143.141,DESKTOP_FIREFOX,15,3,False,0
6248,CLI000082,2026-03-08 18:02:00,17529.05,EUR,CREDIT,MA,192.168.228.231,MOBILE_IOS,18,6,False,0
6249,CLI000045,2026-03-03 17:39:00,2362.16,EUR,DEBIT,TN,192.168.209.190,DESKTOP_FIREFOX,17,1,True,0
6250,CLI000037,2026-03-13 22:13:00,1244.31,EUR,CREDIT,FR,192.168.85.162,MOBILE_ANDROID,22,4,False,0
6251,CLI000037,2026-03-10 03:12:00,797.92,EUR,DEBIT,FR,192.168.171.84,MOBILE_ANDROID,3,1,False,0
6252,CLI000064,2026-03-29 02:58:00,737.4,EUR,CREDIT,FR,192.168.135.40,DESKTOP_FIREFOX,2,6,False,0
6253,CLI000005,2026-03-13 08:18:00,4026.43,EUR,CREDIT,FR,192.168.171.175,MOBILE_IOS,8,4,False,0
6254,CLI000003,2026-03-03 09:58:00,550.75,EUR,CREDIT,FR,192.168.214.184,MOBILE_ANDROID,9,1,False,0
6255,CLI000065,2026-03-22 03:51:00,1982.88,EUR,DEBIT,FR,192.168.151.134,MOBILE_IOS,3,6,False,0
6256,CLI000027,2026-03-30 19:10:00,653.2,EUR,DEBIT,FR,192.168.175.72,DESKTOP_FIREFOX,19,0,False,0
6257,CLI000057,2026-03-01 09:06:00,10180.08,EUR,VIREMENT,TN,192.168.207.153,DESKTOP_CHROME,9,6,False,0
6258,CLI000003,2026-03-04 00:44:00,2418.12,EUR,DEBIT,TN,192.168.200.230,MOBILE_ANDROID,0,2,False,0
6259,CLI000015,2026-03-18 16:30:00,4423.42,EUR,DEBIT,MA,192.168.63.58,DESKTOP_CHROME,16,2,False,0
6260,CLI000078,2026-03-13 08:20:00,492.11,EUR,VIREMENT,FR,192.168.209.6,MOBILE_ANDROID,8,4,False,0
6261,CLI000002,2026-03-17 09:27:00,3532.51,EUR,CREDIT,FR,192.168.112.124,DESKTOP_FIREFOX,9,1,False,0
6262,CLI000028,2026-03-05 21:50:00,681.92,EUR,VIREMENT,DE,192.168.70.85,MOBILE_IOS,21,3,False,0
6263,CLI000008,2026-03-01 20:50:00,1132.34,EUR,DEBIT,FR,192.168.241.131,MOBILE_IOS,20,6,False,0
6264,CLI000059,2026-03-14 07:28:00,7058.99,EUR,DEBIT,US,192.168.77.128,MOBILE_IOS,7,5,False,0
6265,CLI000038,2026-03-30 13:19:00,283.91,EUR,DEBIT,MA,192.168.250.186,DESKTOP_FIREFOX,13,0,False,0
6266,CLI000057,2026-03-18 14:11:00,1266.35,EUR,CREDIT,FR,192.168.254.104,MOBILE_IOS,14,2,False,0
6267,CLI000098,2026-03-11 12:29:00,18737.49,EUR,DEBIT,IR,192.168.14.244,MOBILE_ANDROID,12,2,False,1
6268,CLI000032,2026-03-18 07:49:00,1851.97,EUR,DEBIT,FR,192.168.152.77,DESKTOP_CHROME,7,2,False,0
6269,CLI000064,2026-03-24 03:27:00,577.7,EUR,CREDIT,FR,192.168.206.221,DESKTOP_FIREFOX,3,1,False,0
6270,CLI000069,2026-03-05 12:47:00,12130.97,EUR,DEBIT,TN,192.168.66.28,DESKTOP_CHROME,12,3,False,0
6271,CLI000016,2026-03-15 08:33:00,209.78,EUR,CREDIT,FR,192.168.211.38,MOBILE_ANDROID,8,6,False,0
6272,CLI000097,2026-03-23 01:22:00,5713.93,EUR,DEBIT,RU,192.168.143.58,MOBILE_ANDROID,1,0,False,0
6273,CLI000003,2026-03-28 04:11:00,4264.49,EUR,DEBIT,FR,192.168.217.201,DESKTOP_CHROME,4,5,False,0
6274,CLI000063,2026-03-25 04:36:00,9711.51,EUR,DEBIT,FR,192.168.57.226,DESKTOP_CHROME,4,2,False,0
6275,CLI000074,2026-03-05 00:08:00,147.54,TND,CREDIT,FR,192.168.245.64,MOBILE_ANDROID,0,3,False,0
6276,CLI000042,2026-03-09 11:37:00,349.81,EUR,DEBIT,TN,192.168.119.232,MOBILE_ANDROID,11,0,False,0
6277,CLI000048,2026-03-10 01:13:00,5945.15,EUR,VIREMENT,FR,192.168.40.238,MOBILE_ANDROID,1,1,False,0
6278,CLI000049,2026-03-23 18:50:00,104.33,EUR,CREDIT,FR,192.168.26.179,MOBILE_ANDROID,18,0,False,0
6279,CLI000063,2026-03-21 20:14:00,144.35,EUR,CREDIT,MA,192.168.139.130,MOBILE_ANDROID,20,5,False,0
6280,CLI000068,2026-03-26 12:25:00,552.27,TND,VIREMENT,FR,192.168.93.106,DESKTOP_CHROME,12,3,False,0
6281,CLI000015,2026-03-01 23:28:00,1249.37,EUR,DEBIT,MA,192.168.191.103,DESKTOP_CHROME,23,6,False,0
6282,CLI000014,2026-03-02 19:25:00,6705.41,EUR,CREDIT,FR,192.168.108.146,DESKTOP_FIREFOX,19,0,False,0
6283,CLI000049,2026-03-12 06:13:00,794.47,EUR,DEBIT,MA,192.168.85.77,MOBILE_IOS,6,3,False,0
6284,CLI000035,2026-03-25 02:15:00,11420.27,EUR,VIREMENT,SY,192.168.21.63,MOBILE_IOS,2,2,False,1
6285,CLI000029,2026-03-14 21:03:00,1441.83,EUR,CREDIT,FR,192.168.42.160,DESKTOP_CHROME,21,5,False,0
6286,CLI000100,2026-03-16 04:20:00,1743.27,EUR,CREDIT,FR,192.168.124.243,DESKTOP_CHROME,4,0,False,0
6287,CLI000080,2026-03-23 07:08:00,1684.94,EUR,DEBIT,DE,192.168.238.170,MOBILE_IOS,7,0,False,0
6288,CLI000016,2026-03-18 21:41:00,801.45,TND,DEBIT,FR,192.168.17.199,MOBILE_IOS,21,2,False,0
6289,CLI000035,2026-03-08 03:29:00,95.0,EUR,DEBIT,US,192.168.81.238,MOBILE_IOS,3,6,False,0
6290,CLI000021,2026-03-01 20:04:00,329.92,EUR,CREDIT,FR,192.168.228.15,DESKTOP_FIREFOX,20,6,False,0
6291,CLI000013,2026-03-16 18:46:00,5455.2,TND,DEBIT,FR,192.168.112.104,MOBILE_ANDROID,18,0,False,0
6292,CLI000006,2026-03-17 00:22:00,1242.01,EUR,DEBIT,FR,192.168.209.111,MOBILE_IOS,0,1,False,0
6293,CLI000048,2026-03-17 04:10:00,673.83,EUR,CREDIT,US,192.168.40.107,MOBILE_ANDROID,4,1,True,0
6294,CLI000049,2026-03-29 10:55:00,10035.97,EUR,VIREMENT,KP,192.168.122.251,DESKTOP_FIREFOX,10,6,False,1
6295,CLI000046,2026-03-14 18:13:00,255.66,EUR,DEBIT,DE,192.168.8.86,MOBILE_ANDROID,18,5,False,0
6296,CLI000033,2026-03-11 17:59:00,757.17,EUR,VIREMENT,DE,192.168.241.95,MOBILE_IOS,17,2,False,0
6297,CLI000033,2026-03-23 19:30:00,1170.64,EUR,DEBIT,FR,192.168.31.79,DESKTOP_CHROME,19,0,False,0
6298,CLI000046,2026-03-13 13:19:00,584.26,EUR,DEBIT,FR,192.168.61.125,DESKTOP_FIREFOX,13,4,False,0
6299,CLI000031,2026-03-03 19:43:00,1119.81,EUR,VIREMENT,TN,192.168.226.126,MOBILE_IOS,19,1,True,0
6300,CLI000008,2026-03-29 11:31:00,792.16,TND,DEBIT,FR,192.168.238.246,MOBILE_IOS,11,6,False,0
6301,CLI000073,2026-03-12 17:27:00,185.08,EUR,VIREMENT,MA,192.168.102.151,MOBILE_IOS,17,3,True,0
6302,CLI000054,2026-03-18 14:53:00,1233.7,EUR,DEBIT,FR,192.168.55.104,MOBILE_IOS,14,2,True,0
6303,CLI000059,2026-03-02 08:11:00,201.54,EUR,VIREMENT,FR,192.168.111.218,DESKTOP_FIREFOX,8,0,False,0
6304,CLI000027,2026-03-26 06:08:00,1210.44,EUR,DEBIT,MA,192.168.61.74,MOBILE_IOS,6,3,False,0
6305,CLI000090,2026-03-13 18:02:00,5161.4,EUR,CREDIT,FR,192.168.63.157,MOBILE_ANDROID,18,4,False,0
6306,CLI000011,2026-03-11 06:23:00,708.23,EUR,VIREMENT,FR,192.168.206.43,MOBILE_IOS,6,2,False,0
6307,CLI000080,2026-03-07 21:42:00,243.28,EUR,DEBIT,FR,192.168.87.41,DESKTOP_FIREFOX,21,5,False,0
6308,CLI000004,2026-03-16 13:19:00,852.02,TND,DEBIT,FR,192.168.154.84,DESKTOP_CHROME,13,0,False,0
6309,CLI000091,2026-03-18 21:05:00,365.63,TND,DEBIT,FR,192.168.152.97,DESKTOP_CHROME,21,2,False,0
6310,CLI000045,2026-03-30 21:32:00,2025.17,TND,VIREMENT,MA,192.168.219.22,MOBILE_ANDROID,21,0,False,0
6311,CLI000002,2026-03-07 05:55:00,830.82,EUR,DEBIT,FR,192.168.26.22,MOBILE_ANDROID,5,5,False,0
6312,CLI000089,2026-03-04 23:53:00,7721.13,EUR,CREDIT,FR,192.168.22.204,MOBILE_IOS,23,2,False,0
6313,CLI000004,2026-03-18 09:28:00,4006.16,TND,CREDIT,TN,192.168.189.3,MOBILE_IOS,9,2,False,0
6314,CLI000097,2026-03-24 16:45:00,825.76,EUR,VIREMENT,FR,192.168.39.139,MOBILE_ANDROID,16,1,False,0
6315,CLI000003,2026-03-28 20:57:00,2341.93,EUR,DEBIT,FR,192.168.110.127,DESKTOP_CHROME,20,5,False,0
6316,CLI000050,2026-03-29 11:14:00,619.01,EUR,VIREMENT,IR,192.168.230.24,DESKTOP_FIREFOX,11,6,False,0
6317,CLI000063,2026-03-11 08:24:00,1033.54,TND,DEBIT,TN,192.168.240.249,MOBILE_IOS,8,2,False,0
6318,CLI000058,2026-03-19 23:50:00,643.09,EUR,CREDIT,FR,192.168.204.207,DESKTOP_FIREFOX,23,3,False,0
6319,CLI000093,2026-03-11 22:32:00,2489.28,EUR,DEBIT,TN,192.168.179.166,DESKTOP_CHROME,22,2,False,0
6320,CLI000072,2026-03-27 01:45:00,5539.09,EUR,DEBIT,FR,192.168.39.254,MOBILE_ANDROID,1,4,False,0
6321,CLI000060,2026-03-07 22:50:00,2587.32,EUR,VIREMENT,TN,192.168.14.1,DESKTOP_CHROME,22,5,False,0
6322,CLI000083,2026-03-20 09:48:00,2999.87,EUR,DEBIT,FR,192.168.121.46,DESKTOP_FIREFOX,9,4,False,0
6323,CLI000020,2026-03-15 05:12:00,3003.82,EUR,DEBIT,FR,192.168.9.35,DESKTOP_CHROME,5,6,False,0
6324,CLI000058,2026-03-28 13:13:00,1922.74,EUR,CREDIT,FR,192.168.75.252,DESKTOP_CHROME,13,5,False,0
6325,CLI000021,2026-03-15 23:40:00,252.87,EUR,CREDIT,FR,192.168.216.94,MOBILE_IOS,23,6,False,0
6326,CLI000024,2026-03-21 10:36:00,7640.1,EUR,DEBIT,FR,192.168.174.176,MOBILE_ANDROID,10,5,False,0
6327,CLI000067,2026-03-25 16:15:00,8649.81,EUR,CREDIT,US,192.168.236.212,DESKTOP_FIREFOX,16,2,False,0
6328,CLI000034,2026-03-06 23:55:00,749.45,EUR,CREDIT,FR,192.168.180.92,DESKTOP_FIREFOX,23,4,False,0
6329,CLI000086,2026-03-10 09:50:00,635.98,EUR,VIREMENT,FR,192.168.171.147,MOBILE_IOS,9,1,False,0
6330,CLI000066,2026-03-30 16:40:00,2069.15,EUR,CREDIT,FR,192.168.23.11,DESKTOP_CHROME,16,0,False,0
